,name,keyword,additional_regex,category,subcategory,location,year,funding,website,summary
139,Twelve Labs,twelve labs,,Infrastructure,Vector Databases,United States,2021,$17.12M,https://twelvelabs.io/,"Twelve Labs provides a semantic search for videos through context-aware AI (Artificial Intelligence). Its platform uses AI to extract information from videos such as movement and actions, objects and people, sound, text on screen, and speech. The company was founded in 2021 and is based in San Francisco, California."
191,Twilio Segment,twilio segment,twilio,Infrastructure,Data Integration,United States,2011,$281.72M,https://segment.com/twilio/,"Segment is a platform for collecting customer data wherever it's generated - website, mobile app, servers, and more - and sending it to third-party tools, internal systems, or SQL databases with the flip of a switch. By consolidating data tracking to a single API, Segment saves engineers' time integrating new tools, eliminates data discrepancies, and democratizes data access across organizations. On October 12th, 2020, Segment was acquired by Twilio for a valuation of $3.2B."
392,Twilio Segment,twilio segment,twilio,Analytics,Customer Data Platforms,United States,2011,$281.72M,https://segment.com/twilio/,"Segment is a platform for collecting customer data wherever it's generated - website, mobile app, servers, and more - and sending it to third-party tools, internal systems, or SQL databases with the flip of a switch. By consolidating data tracking to a single API, Segment saves engineers' time integrating new tools, eliminates data discrepancies, and democratizes data access across organizations. On October 12th, 2020, Segment was acquired by Twilio for a valuation of $3.2B."
911,Typecast,typecast,,Applications - Horizontal,Video Generation,,,,https://typecast.ai/,
744,Typewise,typewise,,Applications - Enterprise,Customer Experience,Switzerland,2020,$5.15M,https://www.typewise.app/,"Typewise is a mobile app that allows users to install an alternative keyboard. It builds customized AI language models for each client, which includes company-specific vocabulary and learns which phrases have the highest business impact. The company was founded in 2020 and is based in Schlieren, Switzerland."
1047,Uber,uber,,Applications - Industry,Transportation,United States,2009,$15508.74M,https://www.uber.com/,"Uber develops and supports technology applications that enable independent providers of ridesharing, and meal preparation and delivery services to transact with riders and eaters worldwide. Its driver partners provide ridesharing services through a range of vehicles, such as cars, auto rickshaws, motorbikes, minibuses, or taxis, as well as based on the number of riders under the UberBLACK, UberX, UberPOOL, Express POOL Uber Bus names.
"
784,UiPath,uipath,,Applications - Enterprise,Automation & Operations,United States,2005,$1991M,https://www.uipath.com/,"UiPath (NYSE: PATH) is a New York-based, robotic process automation (RPA) company that helps in the training and collaboration of AI and machine learning. The technology is used by companies in document management, contact center, healthcare, finance and accounting, human resources, and supply chains, addressing major technical challenges, including data extraction and migration, process automation, application integration, and business process outsourcing. The company was founded in 2005 and is based in New York, New York."
1358,Unacast,unacast,,Data Sources & APIs,Location Intelligence,United States,2015,$40.29M,https://www.unacast.com/,"Unacast powers a network of proximity data, enabling brands and retailers to retarget customers online based on offline behavior. This gives brands and retailers the possibility to retarget their offline visitors online. In addition to giving proximity solution providers incremental revenue and new product features, ad platforms incremental revenue and new campaign possibilities, and online users more relevant communication and ads. The company was founded in 2015 and is based in New York, New York."
602,Unbabel,unbabel,,Machine Learning & Artificial Intelligence,NLP,United States,2013,$89.7M,https://unbabel.com/,"Unbabel enables modern enterprises to serve customers in their native languages, with always-on, scalable translation across digital channels. Powered by AI and refined by a global community of translators, Unbabel combines the speed and scale of machine translation with the authenticity from a native speaker.
"
238,Union.ai,union.ai,,Infrastructure,Infrastructure - Orchestration,United States,2021,$10M,https://www.union.ai/,"Union.ai is the developer of Flyte, a platform for programming and processing concurrent AI and data analytics workflows. It was founded in 2021 and is based in Seattle, Washington."
736,Uniphore,uniphore,,Applications - Enterprise,Customer Experience,United States,2008,$626.63M,https://www.uniphore.com/,"Uniphore is a conversational service automation software company that enables businesses globally to deliver better customer service by providing an automation platform in which intelligent software can take over transactional conversations from humans, coach live agents during calls, and accurately predict language, emotion, and intent. It offers several products, such as X Platform, U-Self Serve, U-Assist, U-Analyze, and Q for Sales. The company was founded in 2008 and is based in Palo Alto, California."
514,Unity,unity,,Machine Learning & Artificial Intelligence,Data Generation & Labelling,United States,2004,$973.5M,https://unity.com/,"Unity (NYSE: U) develops a 3D development platform, giving developers around the world the tools to create interactive 2D, 3D, VR, and AR experiences. It offers software solutions to create, run, and monetize 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices. The company was founded in 2004 and is based in San Francisco, California."
252,Unravel Data,unravel data,,Infrastructure,Data Quality & Observability,United States,2016,$107.86M,https://www.unraveldata.com/,"> Unravel Data radically transforms the way businesses understand and optimize the performance and cost of their modern data applications – and the complex data pipelines that power those applications. Providing a unified view across the entire data stack, Unravel’s market-leading data observability platform leverages AI, machine learning, and advanced analytics to provide modern data teams with the actionable recommendations they need to turn data into insights.

"
